label,mean,rms,peak
1F,-0.001783283516309725,0.04011730300947099,0.13140079392640702
2F,-0.002560396078965764,0.05113498467271466,0.12685564421198886
3F,-0.0035401867007060807,0.0629159593291938,0.17535365940950404
