label,mean,rms,peak
1F,0.0002688372107661894,0.03765476486769807,0.14851030869524923
2F,0.0003630961483340985,0.04339492147331967,0.1185441952587924
3F,-0.0008699795410108342,0.05304431413225974,0.16880477641524932
TMD,-0.0009470266402731618,0.06031523627408778,0.1298069933682118
