label,mean,rms,peak
1F,-0.0013563623968284781,0.03972018610299161,0.13449827415997262
2F,-0.0020259105746830053,0.04968914776493465,0.12435306334438884
3F,-0.0032004639138892743,0.06156514663861473,0.1759375632973536
TMD,-0.002673991573265715,0.07114520145894361,0.15350145185528205
